,Country (2018),Transactions(down)/Commodity(right),Primary Coal and Peat,Coal and Peat Products,Primary Oil,Oil Products,Natural Gas,Biofuels and Waste,Nuclear,Electricity,Heat,Total Energy,memo: Of which Renewables,All Coal,All Oil,All Inputs
166,Palau,Statistical differences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167,Palau,Transfers and recycled products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Palau,Transformation,0.0,0.0,0.0,-1053.0,0.0,0.0,0.0,340.0,0.0,-713.0,0.0,0.0,-1053.0,-1053.0
169,Palau,Electricity  CHP & Heat Plants,0.0,0.0,0.0,-1053.0,0.0,0.0,0.0,340.0,0.0,-713.0,0.0,0.0,-1053.0,-1053.0
170,Palau,Electricity Plants,0.0,0.0,0.0,-1053.0,0.0,0.0,0.0,340.0,0.0,-713.0,0.0,0.0,-1053.0,-1053.0
171,Palau,CHP plants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Palau,Heat plants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Palau,Coke ovens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Palau,Briquetting plants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Palau,Liquefaction plants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Palau,Gas works,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Palau,Blast furnaces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Palau,NGL & gas blending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Palau,Oil refineries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Palau,Other transformation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Palau,Energy industries own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,-21.0,0.0,0.0,0.0,0.0
182,Palau,Losses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.0,0.0,-58.0,0.0,0.0,0.0,0.0
183,Palau,Final consumption,0.0,0.0,0.0,1910.0,0.0,0.0,0.0,263.0,0.0,2173.0,0.0,0.0,1910.0,1910.0
